text,label
thầy dạy nội dung ít liên quan tới bài học .,Negative
giáo viên hướng dẫn rất nhiệt tình .,Positive
"thầy đến đúng giờ , giảng dễ hiểu .",Positive
không hiệu quả .,Negative
"giáo viên là thầy , không phải cô .",Neutral
"dạy rất dễ hiểu và nhiệt tình , em rất thích cách giảng dạy của cô .",Positive
đó là sự nhiệt huyết của cô wzjwz153 .,Positive
"bài tập hay , đa dạng .",Positive
"cô giảng dễ hiểu , nhiệt tình .",Positive
"tận tình , rất biết quan tâm đến học sinh .",Positive
"thầy rất nhiệt tình , tận tâm với sinh viên .",Positive
"thầy dạy rất tốt và tâm huyết , phương pháp hợp lý và nội dung giảng dạy tạo hứng thú cho sinh viên .",Positive
giáo viên đứng lớp dạy rất hay .,Positive
tóm lại đề thi 50% là kiến thức về mạng chủ yếu không tập trung vào hệ điều hành linux .,Negative
cô điểm danh nhiều quá colonsad .,Negative
"thầy vui vẻ , giúp đỡ nhiệt tình .",Positive
"thầy tận tâm , nhiệt tình dạy dễ hiểu .",Positive
giảng viên thực hành nên quan tâm đến sinh viên nhiều hơn .,Negative
thầy không thông báo thời gian học cụ thể cho sinh viên .,Negative
dạy chán .,Negative
thầy rất nhiệt tình và thường xuyên dạy lố giờ .,Negative
"thầy vui vẻ , dễ trao đổi học tập .",Positive
"giáo viên tận tình , nhiệt tình trong việc cung cấp tài liệu và bài tập qua facebook .",Positive
thầy giảng quá nhanh !,Negative
"thầy nói nhỏ , giờ học khá nhàm chán .",Negative
"giáo viên tâm huyết , nhiệt tình .",Positive
"cô wzjwz103 dạy rất hay , rất nhiệt tình , cách dạy của cô cũng rất lý thú , tạo sự hứng thú cho sinh viên .",Positive
cung cấp cho sinh viên đủ bài tập khi đến lớp cũng như làm ở nhà .,Positive
"giảng viên dạy dễ hiểu , thân thiên với sinh viên .",Positive
"nhiệt tình , kỹ năng dạy kinh nghiệm .",Positive
thầy nên chủ động hơn trong việc giúp đỡ sinh viên trong lúc thực hành .,Negative
phòng học thực hành wzjwz18 không đảm bảo chất lượng cho việc học thực hành .,Negative
"giáo viên giảng rõ , dễ hiểu .",Positive
"học cực kỳ áp lực , thầy dạy khó hiểu .",Negative
"thầy không chịu dạy thực hành , nên cũng rất chán khi học thực hành , nói chung là không ai đi học thực hành là do thầy không dạy tốt , thực ra thì chưa dạy gì cả .",Negative
"môn học cần được phân bố hợp lý hơn , nên để năm 4 rồi học .",Negative
hiện giờ em chưa có cách học đúng đắng .,Negative
"giảng hay , nhiệt tình .",Positive
"thầy lên lớp rất đầy đủ , không nghỉ buổi nào .",Positive
cô nhiệt tình dạy rất dễ hiêu .,Positive
giải đáp các thắc mắc nhanh và chi tiết .,Positive
"ra đề thi còn cẩu thả , không kiểm soát được các đáp án của câu hỏi .",Negative
"cần chỉ cho sinh viên cách làm bài khó , không nên giải chi tiết .",Negative
"cung cấp thêm giáo trình , tài liệu môn học .",Negative
tránh tình trạng bị trùng lịch học và gom lớp vào sáng thứ 7 gây mất buổi học của sinh viên .,Negative
nhiều bài quá .,Negative
phương pháp dạy của thầy hay khiến sinh viên chủ động và tránh sinh viên ngủ trong lớp .,Positive
"thầy giảng dạy nhiệt tình , tương tác rất hiệu quả , cung cấp nền tảng kiến thức rõ ràng , vững vàng cho lớp .",Positive
thầy nói chuyện chưa nghe rõ cho lắm .,Negative
thầy chỉ làm việc của thầy .,Negative
đôi lúc sợ sợ thầy colonsad .,Negative
chúc thầy nhiều sức khỏe !,Positive
"thầy dạy dễ hiểu , nhiệt tình .",Positive
"ít được giao tiếp với giảng viên , giảng viên ít khi lên lớp .",Negative
cách dạy hoàn toàn không phù hợp ( giảng viên tuy có kiến thức nhưng không có cách truyền đạt ) .,Negative
"giảng viên dạy hay , thu hút , tận tâm với sinh viên .",Positive
thầy dạy tốt em thích thầy .,Positive
"môn học còn khá nặng nề , không ứng dụng thực tiễn cũng như không phục vụ cho chuyên nghành , theo em nghĩ , môn giải tích thật sự không cần thiết lắm .",Negative
"có vài máy hư trong phòng thực hành , cần khắc phục lại .",Negative
"giảng viên có khả năng truyền đạt cực tốt , em cực thích .",Positive
"cần theo dõi sinh viên kỹ càng hơn , điểm danh thường xuyên .",Negative
chương trình học về môn học này rất hợp lý cho sinh viên .,Positive
thường xuyên cho bài tập về nhà để củng cố kiến thức cho sinh viên .,Positive
không có điều gì !,Neutral
"thầy không sử dụng micro khi giảng bài , em nghe không rõ bài giảng .",Negative
phòng thực hành chưa có chất lượng .,Negative
"môn học liên hệ thực tế , liên kết với đồ án hơn .",Negative
giáo viên giảng dạy dễ hiểu và tận tâm .,Positive
thầy nói ngoài lề hơi nhiều .,Negative
thường xuyên dạy quá giờ .,Negative
"giảng viên nhiệt tình , bài tập đa dạng , phương pháp học thú vị .",Positive
"cần thay đổi , bổ sung các chương trình hỗ trợ thực hành trên máy .",Negative
em có ý kiến là hãy thi môn này trên máy tính với phần mềm vẽ chúng .,Negative
là người cô rất có tâm .,Positive
"giảng viên rất tận tâm , nỗ lực trong việc giảng dạy .",Positive
"thầy rất tận tâm , về lý thuyết thầy giảng rất hay và tuyệt đối , song về bài tập thì ngược lại , thầy nói chỉ sơ qua , như là mặc định các sinh viên đều đã biết tính toán .",Negative
em có thêm một số đề nghị để cải tiến doubledot thêm kênh để trao đổi cho môn học .,Negative
chưa có tài liệu học tập cho sinh viên .,Negative
thầy tạo điều kiện cho sinh viên học tập và rất nhiệt tình giảng dạy .,Positive
nội dung của phần thực hành thật ra quá ít cho với đồ án .,Negative
nhiệt tình và rất chú tâm trong công việc giảng dạy đối với sinh viên .,Positive
giảng viên luôn đến đúng giờ .,Positive
thầy dạy quá khó hiểu .,Negative
cần cải thiện nhiều .,Negative
giảng viên không hướng dẫn nhiều cũng như không quan sát theo dõi quá trình thực hành của sinh viên .,Negative
cô cầm micro hơi sát nên nghe hơi nhói tai một xíu ( tích cực ) .,Negative
số thời gian thầy nghỉ rất nhiều và không báo trước cho sinh viên .,Negative
"còn bình thường đến lớp thầy chỉ làm việc trên máy của thầy , không nói gì cả .",Negative
thầy dạy hay nhiệt tình .,Positive
"thầy rất nhiệt tình , thẳng thắn .",Positive
tất cả đều phải sử dụng trên phần mềm mô phỏng proteus .,Negative
"thầy dạy nhiều bài học không chỉ là bài học , rất ý nghĩa .",Positive
"dạy học sinh hỏi thì nói "" tui không biết "" .",Negative
"thầy đảm bảo giờ lên lớp , nhiệt tình .",Positive
"phòng thực hành nên bố trí hợp lý , đủ máy móc thực hành .",Negative
bỏ tổ chức thi lý thuyết cuối kỳ vì làm đồ án mất khá nhiều thời gian .,Negative
thầy nói nhanh quá .,Negative
thầy dạy rất hay rất vui .,Positive
cách dạy của giảng viên chưa thực sự phù hợp với bản thân .,Negative
giáo viên rất gần gũi với học sinh .,Positive
"kiến thức thu được trong từng môn học thì rời rạc , học xong sinh viên có cảm giác như cưỡi ngựa xem hoa .",Negative
chưa tốt về mặt kiến thức .,Negative
giảng hơi chậm .,Negative
giao đề tài không công bằng giữa các nhóm .,Negative
"cô tận tâm , nhiệt tình , giúp học sinh có kết quả tốt .",Positive
lớp ồn đến nỗi không muốn đi học .,Negative
giảng viên luôn đến lớp trễ từ nửa tiếng trở lên .,Negative
"đa phần các bạn đều không thể hoàn thành trên lớp và phải về nhà làm thêm , nhưng hình thức làm bài ở nhà thì phải trình bày trên một file word nên rất bất tiện cho giáo viên chấm bài cũng như gia tăng tỉ lệ copy bài .",Negative
cần có thời gian hợp lý hơn khi học thực hành sau lý thuyết .,Negative
"cô dễ thương , dạy có tâm .",Positive
vì lịch thực hành không được sắp xếp từ đầu dẫn đến trùng lịch môn học khác .,Negative
"chưa nhiều kiếm thức thêm , nâng cao ngoài cơ bản của môn học .",Negative
cô giáo dạy nhiệt tình .,Positive
không hiểu bài cho lắm .,Negative
"chương trình học khá nặng so với sinh viên khoa khác ( seminar , bài tập về nhà , đồ án lớn , thi cuối kỳ , dot ) .",Negative
"thầy hiền , tử tế .",Positive
"bài giảng , bài tập đầy đủ , dư cho sinh viên tham khảo , ôn luyện .",Positive
thực hành luôn đi trước lý thuyết .,Negative
nêu rõ các việc cần làm và chuẩn bị .,Negative
"phong cách giảng dạy thoải mái , vui vẻ giúp sinh viên dễ tiếp thu kiến thức và ghi nhớ .",Positive
"thầy dạy lôi cuốn , cung cấp nhiều kỹ năng nghề nghiệp .",Positive
nhiệt tình hướng dẫn sinh viên .,Positive
nhưng lớp trường lại chậm trể trong việc đưa về cho sinh viên thế nên cần phân bổ tài liệu trực tiếp cho sinh viên .,Negative
thay đổi cách giảng dạy giờ thực hành .,Negative
"cô tận tâm , nhiệt tình với sinh viên , truyền đạt kiến thức dễ hiểu .",Positive
vui vẻ hài hước .,Positive
giảng viên không có khả năng truyền đạt kiến thức cũng như cách phân bố giảng dạy cho phù hợp .,Negative
"giảng viên hơi khó tính với sinh viên , giảng bài lan man gây khó hiểu cho sinh viên .",Negative
mong có sự hỗ trợ trong thực hành .,Negative
"trường uit , cách riêng khoa truyền thông và mạng máy tính rất may mắn có được người thầy như thầy x .",Positive
"giảng viên dạy dễ hiểu , nhiệt tình .",Positive
"cô nhiệt tình , nhưng cách trình bày của cô , nội dung cô nói khó hiểu quá !",Negative
giảng bài nhiệt huyết và tận tâm .,Positive
cô lo sợ sinh viên sẽ không thể hiểu được nhưng thật sự thì để đỗ được đại học thì mức độ tư duy của các sinh viên đã tương đối tốt .,Neutral
giảng viên giảng dạy còn khó hiểu .,Negative
"bài tập cô cho dễ quá , không khuyến khích được tinh thần tự học của các bạn .",Negative
rất hiểu tâm lý sinh viên .,Positive
làm bài tập về nhà .,Neutral
thầy có phương pháp giảng dạy hay .,Positive
cách thầy truyền đạt kiến thức rất hay và dễ hiểu .,Positive
"thầy nhiệt tình , tận tâm .",Positive
nội dung học cần cải thiện .,Negative
thầy wzjwz263 dạy tận tâm lắm .,Positive
giảng viên giảng dạy còn kém hiệu quả khi mà ở trên thì giảng viên giảng dạy còn ở dưới thì sinh viên làm việc riêng .,Negative
"nên có phương pháp thông báo đến sinh viên về lịch học trong thời gian gần buổi học , hơn nữa tránh trùng lắp với môn học khác .",Negative
sao chưa thấy đi dạy bữa nào ?,Negative
"thầy luôn dặn chúng em phải trăn trở về tương lai , phải có sự phấn đấu , hoàn thiện tốt nhất mọi công việc .",Positive
